Sr.No,Smiles,Solvent,AbsorptioMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Weiner
140,NC(=O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)O2)C=CC1O,O,350,450,Yes,631.43,-8.963,-1.432,19,4,7391
141,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12O,O,275,350,Yes,477.422,4.1689,-4.75,5,1,2100
142,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1CCO,CCO,280,375,Yes,230.309,4.978,-5.788,0,0,657
143,c1ccc2[nH]ccc2c1O,O,290,360,Yes,117.151,1.699,-2.141,1,1,79
144,Nc1ncc2nc[nH]c2n1O,O,290,380,Yes,135.13,-0.3289,-2.015,5,2,108
145,N[C@@H](Cc1ccc(O)cc1)C(=O)OO,O,285,300,Yes,181.19,-1.8949,-1.245,4,3,268
146,Nc1ccccc1C(=O)OO,O,290,400,Yes,137.138,0.4674,-1.705,3,2,114
147,c1ccc2cc3ccccc3cc2c1CO,CO,355,400,Yes,178.233,4.0484,-4.828,0,0,279
148,c1ccc2cc3ccccc3cc2c1C1CCCCC1,C1CCCCC1,355,400,Yes,178.233,4.0484,-4.828,0,0,279
149,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34O,O,454,511,Yes,455.42,-6.0868,-1.594,10,1,1832
150,NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=OO,O,458,535,Yes,428.358,-6.773,-1.341,13,3,1703
151,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3O,O,589,615,Yes,625.164,1.1603,-6.347,8,0,5004
152,c1ccc2[nH]ccc2c1O,O,270,345,Yes,117.151,1.699,-2.141,1,1,79
153,N#Cc1cccc2[nH]ccc12O,O,305,405,Yes,142.161,1.5346,-2.914,2,1,141
154,N#Cc1ccc2[nH]ccc2c1O,O,275,390,Yes,142.161,1.5346,-2.914,2,1,147
155,N#Cc1ccc2cc[nH]c2c1O,O,285,375,Yes,142.161,1.5346,-2.914,2,1,147
156,N#Cc1cccc2cc[nH]c12O,O,308,400,Yes,142.161,1.5346,-2.914,2,1,141
157,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=OC1COCCO1,C1COCCO1,281.6,329,Yes,142.161,1.5886,-2.938,2,1,147
158,N#Cc1cc2ccccc2[nH]1C1COCCO1,C1COCCO1,277.3,305,Yes,142.161,1.5346,-2.914,2,1,143
159,N#Cc1c[nH]c2ccccc12C1COCCO1,C1COCCO1,304.29,369,Yes,142.161,1.5346,-2.914,2,1,141
160,N#Cc1cccc2[nH]ccc12C1COCCO1,C1COCCO1,274.85,348,Yes,142.161,1.5346,-2.914,2,1,147
161,N#Cc1ccc2[nH]ccc2c1C1COCCO1,C1COCCO1,284.36,342,Yes,142.161,1.5346,-2.914,2,1,147
162,N#Cc1ccc2cc[nH]c2c1C1COCCO1,C1COCCO1,307.36,367,Yes,142.161,1.5346,-2.914,2,1,141
163,N#Cc1cc2ccccc2[nH]1CC#N,CC#N,279.69,330,Yes,142.161,1.5886,-2.938,2,1,147
164,N#Cc1c[nH]c2ccccc12CC#N,CC#N,276.25,313,Yes,142.161,1.5346,-2.914,2,1,143
165,N#Cc1cccc2[nH]ccc12CC#N,CC#N,302.81,380,Yes,142.161,1.5346,-2.914,2,1,141
166,N#Cc1ccc2[nH]ccc2c1CC#N,CC#N,275,362,Yes,142.161,1.5346,-2.914,2,1,147
167,N#Cc1ccc2cc[nH]c2c1CC#N,CC#N,285,354,Yes,142.161,1.5346,-2.914,2,1,147
168,N#Cc1cccc2cc[nH]c12CC#N,CC#N,309.69,378,Yes,142.161,1.5346,-2.914,2,1,141
169,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1OC1CCCCC1,C1CCCCC1,408,446,Yes,368.384,2.949,-3.622,6,2,2324
170,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1Oc1ccccc1,c1ccccc1,418,464,Yes,368.384,2.949,-3.622,6,2,2324
171,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1OCC#N,CC#N,418,538,Yes,368.384,2.949,-3.622,6,2,2324
172,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1OCO,CO,420,560,Yes,368.384,2.949,-3.622,6,2,2324
173,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1OCN(C)C=O,CN(C)C=O,430,542,Yes,368.384,2.949,-3.622,6,2,2324
174,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1OCS(C)=O,CS(C)=O,429,549,Yes,368.384,2.949,-3.622,6,2,2324
175,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1CCCCCC,CCCCCC,368,493,Yes,507.544,7.1536,-11.64,5,0,5334
176,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,376,541,Yes,507.544,7.1536,-11.64,5,0,5334
177,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1Cc1ccccc1,Cc1ccccc1,376,558,Yes,507.544,7.1536,-11.64,5,0,5334
178,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1CCOCC,CCOCC,369,585,Yes,507.544,7.1536,-11.64,5,0,5334
179,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1C1CCOC1,C1CCOC1,374,662,Yes,507.544,7.1536,-11.64,5,0,5334
180,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1CCOC(C)=O,CCOC(C)=O,371,654,Yes,507.544,7.1536,-11.64,5,0,5334
181,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1ClCCl,ClCCl,379,685,Yes,507.544,7.1536,-11.64,5,0,5334
182,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1CCCCCC,CCCCCC,395,512,Yes,299.328,4.0153,-6.892,3,1,1146
183,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,415,562,Yes,299.328,4.0153,-6.892,3,1,1146
184,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1Cc1ccccc1,Cc1ccccc1,417,599,Yes,299.328,4.0153,-6.892,3,1,1146
185,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1CCOCC,CCOCC,433,643,Yes,299.328,4.0153,-6.892,3,1,1146
186,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1ClCCl,ClCCl,419,695,Yes,299.328,4.0153,-6.892,3,1,1146
187,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21CCCCCC,CCCCCC,442,529,Yes,451.524,7.287,-10.992,3,0,3906
188,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,457,588,Yes,451.524,7.287,-10.992,3,0,3906
189,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21Cc1ccccc1,Cc1ccccc1,454,615,Yes,451.524,7.287,-10.992,3,0,3906
190,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21CCOCC,CCOCC,443,645,Yes,451.524,7.287,-10.992,3,0,3906
191,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21C1CCOC1,C1CCOC1,447,713,Yes,451.524,7.287,-10.992,3,0,3906
192,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21CCOC(C)=O,CCOC(C)=O,446,699,Yes,451.524,7.287,-10.992,3,0,3906
193,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1CCCCCC,CCCCCC,457,542,Yes,479.578,7.9748,-11.68,3,0,4572
194,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,474,610,Yes,479.578,7.9748,-11.68,3,0,4572
195,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1Cc1ccccc1,Cc1ccccc1,470,635,Yes,479.578,7.9748,-11.68,3,0,4572
196,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1CCOCC,CCOCC,459,680,Yes,479.578,7.9748,-11.68,3,0,4572
197,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1CCCCCC,CCCCCC,468,571,Yes,511.576,7.147,-11.028,5,0,5334
198,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,483,646,Yes,511.576,7.147,-11.028,5,0,5334
199,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1Cc1ccccc1,Cc1ccccc1,481,679,Yes,511.576,7.147,-11.028,5,0,5334
200,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1CCOCC,CCOCC,472,720,Yes,511.576,7.147,-11.028,5,0,5334
201,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)FCC#N,CC#N,497,508,Yes,324.181,3.4608,-6.218,2,0,1076
202,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)FCC(C)=O,CC(C)=O,498,509,Yes,324.181,3.4608,-6.218,2,0,1076
203,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)FCC(=O)C(C)(C)C,CC(=O)C(C)(C)C,499,511,Yes,324.181,3.4608,-6.218,2,0,1076
204,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)FCCOC(C)=O,CCOC(C)=O,498,510,Yes,324.181,3.4608,-6.218,2,0,1076
205,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)FC1CCOC1,C1CCOC1,500,512,Yes,324.181,3.4608,-6.218,2,0,1076
206,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)FCCCCCC,CCCCCC,501,511,Yes,324.181,3.4608,-6.218,2,0,1076
207,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)FCO,CO,498,510,Yes,324.181,3.4608,-6.218,2,0,1076
208,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CC#N,CC#N,499,512,Yes,354.207,3.3908,-6.236,3,0,1333
209,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CC(C)=O,CC(C)=O,501,513,Yes,354.207,3.3908,-6.236,3,0,1333
210,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CC(=O)C(C)(C)C,CC(=O)C(C)(C)C,502,514,Yes,354.207,3.3908,-6.236,3,0,1333
211,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CCOC(C)=O,CCOC(C)=O,502,514,Yes,354.207,3.3908,-6.236,3,0,1333
212,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21C1CCOC1,C1CCOC1,503,516,Yes,354.207,3.3908,-6.236,3,0,1333
213,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CCCCCC,CCCCCC,504,516,Yes,354.207,3.3908,-6.236,3,0,1333
214,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CO,CO,500,514,Yes,354.207,3.3908,-6.236,3,0,1333
215,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CC#N,CC#N,500,513,Yes,384.233,3.3208,-6.254,4,0,1610
216,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CC(C)=O,CC(C)=O,503,516,Yes,384.233,3.3208,-6.254,4,0,1610
217,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CC(=O)C(C)(C)C,CC(=O)C(C)(C)C,505,520,Yes,384.233,3.3208,-6.254,4,0,1610
218,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CCOC(C)=O,CCOC(C)=O,504,520,Yes,384.233,3.3208,-6.254,4,0,1610
219,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21C1CCOC1,C1CCOC1,506,520,Yes,384.233,3.3208,-6.254,4,0,1610
220,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CCCCCC,CCCCCC,507,519,Yes,384.233,3.3208,-6.254,4,0,1610
221,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21CO,CO,503,518,Yes,384.233,3.3208,-6.254,4,0,1610
222,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1CC#N,CC#N,501,513,Yes,414.259,3.2508,-6.272,5,0,1979
223,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1CC(C)=O,CC(C)=O,503,515,Yes,414.259,3.2508,-6.272,5,0,1979
224,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1CC(=O)C(C)(C)C,CC(=O)C(C)(C)C,505,517,Yes,414.259,3.2508,-6.272,5,0,1979
225,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1CCOC(C)=O,CCOC(C)=O,503,511,Yes,414.259,3.2508,-6.272,5,0,1979
226,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1C1CCOC1,C1CCOC1,506,517,Yes,414.259,3.2508,-6.272,5,0,1979
227,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1CCCCCC,CCCCCC,505,520,Yes,414.259,3.2508,-6.272,5,0,1979
228,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1CO,CO,503,515,Yes,414.259,3.2508,-6.272,5,0,1979
229,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1CCCCCCC,CCCCCCC,360,382,Yes,372.47,6.341,-8.584,2,0,2595
230,N#Cc1cccc2cc[nH]c12C1COCCO1,C1COCCO1,356,436,Yes,372.47,6.341,-8.584,2,0,2595
231,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1CC#N,CC#N,350,492,Yes,372.47,6.341,-8.584,2,0,2595
232,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1CO,CO,353,496,Yes,372.47,6.341,-8.584,2,0,2595
233,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1CCCCCCC,CCCCCCC,383,446,Yes,250.344,3.4187,-3.305,2,0,892
234,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1C1COCCO1,C1COCCO1,392,488,Yes,250.344,3.4187,-3.305,2,0,892
235,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1CC#N,CC#N,392,540,Yes,250.344,3.4187,-3.305,2,0,892
236,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1CO,CO,394,551,Yes,250.344,3.4187,-3.305,2,0,892
237,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1CCCCCCC,CCCCCCC,393,472,Yes,374.486,6.1167,-7.445,2,0,2640
238,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1C1COCCO1,C1COCCO1,395,481,Yes,374.486,6.1167,-7.445,2,0,2640
239,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1CC#N,CC#N,396,534,Yes,374.486,6.1167,-7.445,2,0,2640
240,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1CO,CO,399,540,Yes,374.486,6.1167,-7.445,2,0,2640
241,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1CCCCCCC,CCCCCCC,403,442,Yes,302.42,4.4861,-4.543,2,0,1350
242,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1C1COCCO1,C1COCCO1,413,518,Yes,302.42,4.4861,-4.543,2,0,1350
243,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1CC#N,CC#N,413,569,Yes,302.42,4.4861,-4.543,2,0,1350
244,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1CO,CO,419,583,Yes,302.42,4.4861,-4.543,2,0,1350
245,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43CCCCOCCCC,CCCCOCCCC,455,540,Yes,267.33,5.0299,-7.99,1,1,750
246,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43CCCCOCCCC,CCCCOCCCC,453,471,Yes,309.367,5.4109,-8.256,2,1,1147
247,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CCCCOCCCC,CCCCOCCCC,443,475,Yes,415.282,7.6164,-10.146,4,1,2062
248,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CCCCOCCCC,CCCCOCCCC,443,477,Yes,410.863,7.0678,-9.93,5,1,2290
249,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1CCCCOCCCC,CCCCOCCCC,442,477,Yes,406.444,6.5192,-9.714,6,1,2524
250,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CCCCOCCCC,CCCCOCCCC,443,476,Yes,471.95,8.6682,-11.49,5,2,3718
251,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1CCCCOCCCC,CCCCOCCCC,444,486,Yes,528.618,9.72,-12.834,6,3,5698
252,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1C1COCCO1,C1COCCO1,464,549,Yes,267.33,5.0299,-7.99,1,1,750
253,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43C1COCCO1,C1COCCO1,447,471,Yes,309.367,5.4109,-8.256,2,1,1147
254,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43C1COCCO1,C1COCCO1,446,472,Yes,415.282,7.6164,-10.146,4,1,2062
255,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1C1COCCO1,C1COCCO1,443,479,Yes,410.863,7.0678,-9.93,5,1,2290
256,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1C1COCCO1,C1COCCO1,443,478,Yes,406.444,6.5192,-9.714,6,1,2524
257,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1C1COCCO1,C1COCCO1,444,478,Yes,471.95,8.6682,-11.49,5,2,3718
258,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1C1COCCO1,C1COCCO1,444,487,Yes,528.618,9.72,-12.834,6,3,5698
259,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43CCOC(C)=O,CCOC(C)=O,463,555,Yes,267.33,5.0299,-7.99,1,1,750
260,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43CCOC(C)=O,CCOC(C)=O,451,471,Yes,309.367,5.4109,-8.256,2,1,1147
261,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CCOC(C)=O,CCOC(C)=O,442,469,Yes,415.282,7.6164,-10.146,4,1,2062
262,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CCOC(C)=O,CCOC(C)=O,442,477,Yes,410.863,7.0678,-9.93,5,1,2290
263,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1CCOC(C)=O,CCOC(C)=O,441,477,Yes,406.444,6.5192,-9.714,6,1,2524
264,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CCOC(C)=O,CCOC(C)=O,442,475,Yes,471.95,8.6682,-11.49,5,2,3718
265,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1CCOC(C)=O,CCOC(C)=O,443,488,Yes,528.618,9.72,-12.834,6,3,5698
266,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43CC#N,CC#N,468,564,Yes,267.33,5.0299,-7.99,1,1,750
267,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43CC#N,CC#N,441,471,Yes,309.367,5.4109,-8.256,2,1,1147
268,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CC#N,CC#N,443,475,Yes,415.282,7.6164,-10.146,4,1,2062
269,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CC#N,CC#N,444,482,Yes,410.863,7.0678,-9.93,5,1,2290
270,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1CC#N,CC#N,444,479,Yes,406.444,6.5192,-9.714,6,1,2524
271,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1CC#N,CC#N,442,477,Yes,471.95,8.6682,-11.49,5,2,3718
272,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1CC#N,CC#N,444,492,Yes,528.618,9.72,-12.834,6,3,5698
273,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1CS(C)=O,CS(C)=O,460,519,Yes,460.485,2.7184,-2.7,8,0,3114
274,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1CS(C)=O,CS(C)=O,471,547,Yes,485.495,2.554,-3.473,9,0,3685
275,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1CS(C)=O,CS(C)=O,480,557,Yes,510.505,2.3896,-4.246,10,0,4312
276,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1CS(C)=O,CS(C)=O,516,601,Yes,543.618,3.5514,-3.692,9,0,5055
277,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1CS(C)=O,CS(C)=O,540,603,Yes,626.751,4.3844,-4.684,10,0,7572
278,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1CS(C)=O,CS(C)=O,541,654,Yes,568.628,3.387,-4.465,10,0,5806
279,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1CC#N,CC#N,454,512,Yes,460.485,2.7184,-2.7,8,0,3114
280,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1CC#N,CC#N,464,538,Yes,485.495,2.554,-3.473,9,0,3685
281,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1CC#N,CC#N,473,549,Yes,510.505,2.3896,-4.246,10,0,4312
282,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1CC#N,CC#N,500,587,Yes,543.618,3.5514,-3.692,9,0,5055
283,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1CC#N,CC#N,523,590,Yes,626.751,4.3844,-4.684,10,0,7572
284,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1CC#N,CC#N,524,638,Yes,568.628,3.387,-4.465,10,0,5806
285,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1Cc1ccccc1,Cc1ccccc1,462,520,Yes,460.485,2.7184,-2.7,8,0,3114
286,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1Cc1ccccc1,Cc1ccccc1,472,544,Yes,485.495,2.554,-3.473,9,0,3685
287,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1Cc1ccccc1,Cc1ccccc1,482,558,Yes,510.505,2.3896,-4.246,10,0,4312
288,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1Cc1ccccc1,Cc1ccccc1,499,563,Yes,543.618,3.5514,-3.692,9,0,5055
